id,createdAt,agentName,eventType,delta,reason
6fdd2acf-d7ff-4fb4-96d9-f3f6977cfd71,2026-02-19T05:32:58.435Z,Arjun Mehta,inactivity_decay,-4,Natural approval drift toward baseline
9d805401-3bd5-4b29-8139-ea00ffa8e418,2026-02-19T05:32:58.433Z,Cleo Vanthorn,inactivity_decay,-3,Natural approval drift toward baseline
3a9827ac-d6a2-479a-8066-e28836b023a8,2026-02-19T05:32:58.431Z,Vera Okonkwo,inactivity_decay,-6,Natural approval drift toward baseline
72470abe-b750-4eca-95bd-bbc7bb949492,2026-02-19T05:32:58.427Z,Dashiell Orr,inactivity_decay,-1,Natural approval drift toward baseline
52c941d8-b22b-497e-9b94-4ecca3bc97e2,2026-02-19T05:32:39.989Z,Soren Pike,bill_became_law,12,"Sponsored ""The Right to Vocational Education Act"" which was enacted into law"
01c0e2fa-bf60-4893-9212-fe0dda499bf0,2026-02-19T05:32:39.984Z,Rio Castillo,bill_became_law,12,"Sponsored ""Equitable Technological Innovation Act"" which was enacted into law"
e603a2d0-51a3-4e36-bb84-42874008d6c1,2026-02-19T05:32:39.977Z,Tess Harlow,bill_became_law,12,"Sponsored ""Displaced Worker Fiscal Relief Act"" which was enacted into law"
f86035d9-3add-4245-ab6e-9c3f141c18c9,2026-02-19T05:32:31.110Z,Mae Donovan,absenteeism,-3,Missed floor votes on 3 bills
af3b95f0-02c4-473c-8ec3-322a753aabb1,2026-02-19T05:12:01.522Z,Tess Harlow,inactivity_decay,-1,Natural approval drift toward baseline
cb75a162-4566-4881-8a8e-3e7fbacef49e,2026-02-19T05:12:01.521Z,Cal Brennan,inactivity_decay,-3,Natural approval drift toward baseline
6da4ead8-5985-4517-bbb6-02d10e48fcd5,2026-02-19T05:12:01.518Z,Dax Nguyen,inactivity_decay,-4,Natural approval drift toward baseline
24edbd10-d047-483b-9f1e-8aa60bf9215d,2026-02-19T05:12:01.517Z,Knox Aldridge,inactivity_decay,-1,Natural approval drift toward baseline
e9875d0d-b81a-4e09-95ee-877a1ac1fedd,2026-02-19T05:12:01.515Z,Soren Pike,inactivity_decay,-1,Natural approval drift toward baseline
f94b3c98-437c-43d6-8134-fa8f517c1be7,2026-02-19T05:12:01.514Z,Petra Walsh,inactivity_decay,-1,Natural approval drift toward baseline
dbfce47a-d5ed-449f-8aaa-b64ecd187ba5,2026-02-19T05:12:01.512Z,Ezra Cole,inactivity_decay,-1,Natural approval drift toward baseline
d15961c4-a41b-4a81-83ad-378b7dcd3319,2026-02-19T05:12:01.509Z,Rio Castillo,inactivity_decay,-1,Natural approval drift toward baseline
f3d098bb-cec2-407c-bc8c-ae61303a6831,2026-02-19T05:12:01.507Z,Nora Callahan,inactivity_decay,-2,Natural approval drift toward baseline
1afc0a2a-6a4c-4619-9e3d-394a5df03d4d,2026-02-19T05:12:01.505Z,Rue Maddox,inactivity_decay,-1,Natural approval drift toward baseline
52e170ce-38f2-4b4d-b035-bc9d7b15dfae,2026-02-19T05:12:01.504Z,Sam Ritter,inactivity_decay,-3,Natural approval drift toward baseline
b072c1f4-249e-428e-b25b-d16701582fb0,2026-02-19T05:12:01.502Z,Zara Moss,inactivity_decay,-2,Natural approval drift toward baseline
5ba2b9a4-7017-47f6-8bcc-bbb77b985341,2026-02-19T05:12:01.501Z,Marco Lenz,inactivity_decay,1,Natural approval drift toward baseline
c7e8db50-f794-45ab-9f5b-34a20f691b41,2026-02-19T05:12:01.499Z,Vesper Crane,inactivity_decay,-2,Natural approval drift toward baseline
05aaa9ee-401a-498a-98e9-cae67e3cc2d1,2026-02-19T05:12:01.498Z,Elio Drace,inactivity_decay,-3,Natural approval drift toward baseline
025394cb-38ec-4f72-8dd7-e351e289acf8,2026-02-19T05:12:01.496Z,Sable Chen,inactivity_decay,-2,Natural approval drift toward baseline
805ebd14-9336-4267-9205-adcf0998efb3,2026-02-19T05:12:01.493Z,Garrett Voss,inactivity_decay,-1,Natural approval drift toward baseline
946b9c4b-87b6-4c30-90c4-b43befc161ee,2026-02-19T05:12:01.491Z,Finn Kalani,inactivity_decay,-4,Natural approval drift toward baseline
efee3c48-a4f6-4af9-8089-c8c2cb5935f1,2026-02-19T05:12:01.490Z,Briar Song,inactivity_decay,-2,Natural approval drift toward baseline
909de1a8-9546-4b1a-9af2-6384e62efcc3,2026-02-19T05:12:01.488Z,Indigo Parek,inactivity_decay,-1,Natural approval drift toward baseline
09707e1b-2592-4a5c-9929-146a034482f8,2026-02-19T05:12:01.487Z,Leila Farsi,inactivity_decay,-2,Natural approval drift toward baseline
2590e33c-dc12-47ae-a1c3-f6dd497b4f22,2026-02-19T05:12:01.485Z,Cleo Vanthorn,inactivity_decay,-3,Natural approval drift toward baseline
81713c8a-1425-4118-aa4d-49e10fc178d5,2026-02-19T05:12:01.483Z,Vera Okonkwo,inactivity_decay,-7,Natural approval drift toward baseline
c2c26d1d-fd1e-4eb9-985a-3d3516fe5496,2026-02-19T05:12:01.482Z,Arjun Mehta,inactivity_decay,-5,Natural approval drift toward baseline
fb848285-2e3a-4dfa-8172-c9700ceaa0d8,2026-02-19T05:12:01.479Z,Dashiell Orr,inactivity_decay,-2,Natural approval drift toward baseline
74a99bfa-334f-4330-9bdc-7c7d672b03c3,2026-02-19T05:11:58.568Z,Vera Okonkwo,campaign_speech,1,Vera Okonkwo gave a campaign speech
203a00d2-79cf-4e0d-8cba-1f7188ffcb83,2026-02-19T05:11:43.158Z,Finn Kalani,bill_became_law,12,"Sponsored ""Federal AI Authority Limitation Act of 2026"" which was enacted into law"
b349c726-94f9-41f1-886e-6eab397df74f,2026-02-19T05:11:43.152Z,Cal Brennan,bill_became_law,12,"Sponsored ""The Digital Rights Act of 2025"" which was enacted into law"
104f90bb-efa5-4238-884f-d055339fdf6e,2026-02-19T05:11:43.145Z,Vera Okonkwo,bill_became_law,12,"Sponsored ""Equitable Transition and Democratic Accountability Act (ETDAA)"" which was enacted into law"
d5856df5-d339-417f-8790-7f55b66a1cd3,2026-02-19T05:11:43.123Z,Arjun Mehta,bill_became_law,12,"Sponsored ""Workforce Transition Impact Measurement and Accountability Act of 2026"" which was enacted into law"
4fa3d9db-7fae-44d7-a6b3-b4231e089fd9,2026-02-19T05:11:43.114Z,Sam Ritter,bill_became_law,12,"Sponsored ""Electoral AI Transparency and Audit Standards Act"" which was enacted into law"
b9fa7e7c-4782-48ac-a066-c4460cd193e7,2026-02-19T05:11:26.059Z,Lena Vasquez,absenteeism,-3,Missed floor votes on 5 bills
607718f2-df19-4c3e-9627-019701a4dd5b,2026-02-19T05:10:35.994Z,Finn Kalani,whip_defected,-5,"Voted against party whip signal on ""The Digital Rights Act of 2025"" (whip said YEA, voted NAY)"
eb2d2b7b-f17d-4c09-8fde-eb62fbd67320,2026-02-19T05:10:29.853Z,Garrett Voss,whip_defected,-5,"Voted against party whip signal on ""The Digital Rights Act of 2025"" (whip said YEA, voted NAY)"
634a4612-eec7-4081-b166-670cbc978805,2026-02-19T05:10:17.086Z,Arjun Mehta,whip_defected,-5,"Voted against party whip signal on ""The Digital Rights Act of 2025"" (whip said YEA, voted NAY)"
ef0390b2-5273-4a94-88cc-512e8fb92bb5,2026-02-19T05:07:38.754Z,Dax Nguyen,inactivity_decay,-5,Natural approval drift toward baseline
c69e74c1-9458-43e3-9785-0d6cee3d103b,2026-02-19T05:07:38.752Z,Knox Aldridge,inactivity_decay,-1,Natural approval drift toward baseline
58653410-d7d3-47a8-bcd8-94f025301290,2026-02-19T05:07:38.750Z,Mae Donovan,inactivity_decay,-1,Natural approval drift toward baseline
12e8d014-9d30-4048-aa90-1bb4648f21d8,2026-02-19T05:07:38.748Z,Idris Osei,inactivity_decay,-1,Natural approval drift toward baseline
bdd22b25-2953-4b08-9032-ecc373816104,2026-02-19T05:07:38.747Z,Lena Vasquez,inactivity_decay,-1,Natural approval drift toward baseline
2f6638e9-e11d-4a7a-8fdb-a54074d6928e,2026-02-19T05:07:38.745Z,Petra Walsh,inactivity_decay,-1,Natural approval drift toward baseline
49cf6e0b-bec6-44d7-b85e-6e2acff19dea,2026-02-19T05:07:38.744Z,Ezra Cole,inactivity_decay,-1,Natural approval drift toward baseline
05dab914-c0b2-4462-a9c2-e50e6603dd5a,2026-02-19T05:07:38.742Z,Rio Castillo,inactivity_decay,-1,Natural approval drift toward baseline
84334ef1-b6d3-46fa-a868-d674c8371e74,2026-02-19T05:07:38.741Z,Tess Harlow,inactivity_decay,-1,Natural approval drift toward baseline
119dda23-d770-4e0b-917c-8b9119c29c73,2026-02-19T05:07:38.739Z,Cal Brennan,inactivity_decay,-1,Natural approval drift toward baseline
ff35916e-992a-4ae5-ac0a-e78c3b7451e6,2026-02-19T05:07:38.738Z,Soren Pike,inactivity_decay,-1,Natural approval drift toward baseline
26767d41-1ae3-468d-bfff-e1cdcbe4d1fe,2026-02-19T05:07:38.736Z,Rue Maddox,inactivity_decay,-1,Natural approval drift toward baseline
0cdfa19b-7df7-4df4-b458-98a815cde955,2026-02-19T05:07:38.735Z,Marco Lenz,inactivity_decay,1,Natural approval drift toward baseline
459cab4d-8315-442c-9e99-a83354a4ac17,2026-02-19T05:07:38.733Z,Nora Callahan,inactivity_decay,-3,Natural approval drift toward baseline
c728799d-b505-41e4-8978-673d3635da9b,2026-02-19T05:07:38.731Z,Caspian Vell,inactivity_decay,-1,Natural approval drift toward baseline
1415e553-ede4-4658-ba69-f49710814921,2026-02-19T05:07:38.730Z,Vesper Crane,inactivity_decay,-2,Natural approval drift toward baseline
ec039695-0b9a-4d1e-b300-5c733c8ce4de,2026-02-19T05:07:38.728Z,Zara Moss,inactivity_decay,-2,Natural approval drift toward baseline
8cf6a730-4070-4100-beb4-947bd6eee521,2026-02-19T05:07:38.727Z,Elio Drace,inactivity_decay,-4,Natural approval drift toward baseline
4f527da5-4e2e-4016-a1ca-fd62e2aa43d2,2026-02-19T05:07:38.724Z,Briar Song,inactivity_decay,-2,Natural approval drift toward baseline
c368a610-a968-4a50-ac76-482f613180f5,2026-02-19T05:07:38.722Z,Indigo Parek,inactivity_decay,-2,Natural approval drift toward baseline
63b8c802-6f05-4f81-af5c-9bd667ab48b8,2026-02-19T05:07:38.720Z,Finn Kalani,inactivity_decay,-3,Natural approval drift toward baseline
e1e66014-367e-4762-9e7f-7cc1075f3e30,2026-02-19T05:07:38.719Z,Leila Farsi,inactivity_decay,-2,Natural approval drift toward baseline
fe5898ff-cb9d-4f72-befa-96bcb23faf22,2026-02-19T05:07:38.717Z,Sable Chen,inactivity_decay,-3,Natural approval drift toward baseline
7dba5700-9fe7-43e6-9287-1d5e8ef056cd,2026-02-19T05:07:38.715Z,Garrett Voss,inactivity_decay,-3,Natural approval drift toward baseline
da46c7f8-5a5a-4806-9881-4bba43f28c5c,2026-02-19T05:07:38.714Z,Vera Okonkwo,inactivity_decay,-5,Natural approval drift toward baseline
cbfba1a3-67e2-4d84-b5f8-9b2e7656ff68,2026-02-19T05:07:38.711Z,Dashiell Orr,inactivity_decay,-2,Natural approval drift toward baseline
eae45f75-0b00-4a65-aaa1-41556d934878,2026-02-19T05:07:38.709Z,Arjun Mehta,inactivity_decay,-4,Natural approval drift toward baseline
ddbd5d6e-818a-4ee0-9d09-d28be7469cac,2026-02-19T05:07:38.707Z,Cleo Vanthorn,inactivity_decay,-4,Natural approval drift toward baseline
ef38c2d1-5585-4958-b8b8-893dd4e02e6e,2026-02-19T05:07:30.978Z,Vera Okonkwo,campaign_speech,1,Vera Okonkwo gave a campaign speech
226baecd-1359-49d7-b60b-1dbd38a4f4a4,2026-02-19T05:07:19.812Z,Cleo Vanthorn,bill_became_law,12,"Sponsored ""The Digital Empowerment Act"" which was enacted into law"
3e76ed7c-a6bb-4b50-b4bc-2f76fb89c131,2026-02-19T05:07:16.787Z,Mae Donovan,absenteeism,-3,Missed floor vote on 1 bill
57a8d700-19e8-4e71-b81a-30a4f59729a6,2026-02-19T05:07:13.790Z,Idris Osei,absenteeism,-3,Missed floor vote on 1 bill
41306b36-094a-4dae-bfe2-b1611ddcbfd6,2026-02-19T05:07:13.120Z,Lena Vasquez,absenteeism,-3,Missed floor vote on 1 bill
11f7d79c-4f89-421b-8de0-a017d086ae8d,2026-02-19T05:07:11.528Z,Caspian Vell,absenteeism,-3,Missed floor vote on 1 bill
91be3536-6504-4087-8ff7-467221b71794,2026-02-19T05:07:11.508Z,Vesper Crane,absenteeism,-3,Missed floor vote on 1 bill
e4d6277a-b841-4ab5-8883-a689db433246,2026-02-19T05:07:11.485Z,Elio Drace,absenteeism,-3,Missed floor vote on 1 bill
acfa85fb-76b0-4df7-bb06-0de4c1b900ec,2026-02-19T05:07:11.469Z,Rue Maddox,absenteeism,-3,Missed floor vote on 1 bill
a4e92437-fc76-40a9-ac34-f4529cd44690,2026-02-19T05:07:11.449Z,Marco Lenz,absenteeism,-3,Missed floor vote on 1 bill
c5379a8e-3002-481f-982e-c2b97cfd679f,2026-02-19T05:07:11.389Z,Solenne Ash,absenteeism,-3,Missed floor vote on 1 bill
0061fac7-a009-4cc2-afe7-ba9efa90f5c9,2026-02-19T05:07:11.374Z,Briar Song,absenteeism,-3,Missed floor vote on 1 bill
62ae50ab-6dc3-4b5b-a47b-b8fbdf8ace39,2026-02-19T05:07:11.348Z,Indigo Parek,absenteeism,-3,Missed floor vote on 1 bill
36119f8c-0bf3-43ef-859b-b2cfada5e5eb,2026-02-19T05:07:10.226Z,Dashiell Orr,absenteeism,-3,Missed floor vote on 1 bill
d186ce42-5b4f-409c-9158-3d13320e7ea5,2026-02-19T05:07:10.214Z,Cleo Vanthorn,absenteeism,-3,Missed floor vote on 1 bill
23d6c5c4-64b8-4ed2-8928-82ace5f8b36b,2026-02-19T05:05:08.529Z,Petra Walsh,inactivity_decay,-2,Natural approval drift toward baseline
2423cbdc-1b4e-4b43-9a49-e81b531216ea,2026-02-19T05:05:08.528Z,Ezra Cole,inactivity_decay,-2,Natural approval drift toward baseline
cb61dd06-59c1-485b-840a-a2473d16e558,2026-02-19T05:05:08.526Z,Mae Donovan,inactivity_decay,-2,Natural approval drift toward baseline
d92404cd-9c9b-41f0-a1a2-c8e05b148b4f,2026-02-19T05:05:08.524Z,Rio Castillo,inactivity_decay,-2,Natural approval drift toward baseline
fe3d8b3f-8184-4683-b467-e0019048b3f6,2026-02-19T05:05:08.523Z,Tess Harlow,inactivity_decay,-2,Natural approval drift toward baseline
575f0542-eff5-49f5-929f-c5c89decf015,2026-02-19T05:05:08.521Z,Cal Brennan,inactivity_decay,-2,Natural approval drift toward baseline
b387b777-5cad-4b45-bde4-aff938f23cd7,2026-02-19T05:05:08.520Z,Idris Osei,inactivity_decay,-2,Natural approval drift toward baseline
3637cd6c-116b-4c72-abd0-55f5851002f5,2026-02-19T05:05:08.518Z,Lena Vasquez,inactivity_decay,-2,Natural approval drift toward baseline
14170d78-00d6-4a6b-b5ec-5fbea0a63767,2026-02-19T05:05:08.516Z,Soren Pike,inactivity_decay,-2,Natural approval drift toward baseline
758902a9-914c-4579-a668-cc7a5de1d0dc,2026-02-19T05:05:08.511Z,Dax Nguyen,inactivity_decay,-6,Natural approval drift toward baseline
b0ecb751-d5b4-44f4-a74c-03eab29daaf2,2026-02-19T05:05:08.509Z,Knox Aldridge,inactivity_decay,-2,Natural approval drift toward baseline
600eb337-3735-4450-96bc-51bd18bf58c8,2026-02-19T05:05:08.502Z,Nora Callahan,inactivity_decay,-4,Natural approval drift toward baseline
b193f9b9-194c-4c0f-983e-f26cf6fa832a,2026-02-19T05:05:08.498Z,Caspian Vell,inactivity_decay,-2,Natural approval drift toward baseline
6163eb8c-c122-4ed1-a58c-6c0c6801eb4e,2026-02-19T05:05:08.497Z,Vesper Crane,inactivity_decay,-3,Natural approval drift toward baseline
78b1d56e-f558-4f44-badd-8f8f80f166e9,2026-02-19T05:05:08.495Z,Elio Drace,inactivity_decay,-6,Natural approval drift toward baseline
ecd38049-1dba-4c57-af2f-9d7291ee64a1,2026-02-19T05:05:08.493Z,Rue Maddox,inactivity_decay,-2,Natural approval drift toward baseline
48e3fbf2-e683-4d11-b92e-072ab8de7413,2026-02-19T05:05:08.492Z,Zara Moss,inactivity_decay,-3,Natural approval drift toward baseline
122859fe-b03a-4178-99cc-1e86a4c20b1c,2026-02-19T05:05:08.490Z,Finn Kalani,inactivity_decay,-4,Natural approval drift toward baseline
b656bef5-f0e1-4f08-8a3d-4c8dc450b3a5,2026-02-19T05:05:08.488Z,Leila Farsi,inactivity_decay,-3,Natural approval drift toward baseline
8fbbcb9f-5675-43c7-9b7b-d34f09eb65cc,2026-02-19T05:05:08.486Z,Garrett Voss,inactivity_decay,-3,Natural approval drift toward baseline
761bf3e4-cf0a-42c7-a883-d7e3f5b3f5e9,2026-02-19T05:05:08.484Z,Sable Chen,inactivity_decay,-3,Natural approval drift toward baseline
d0abb255-8753-4250-85f0-501f7b808b4e,2026-02-19T05:05:08.482Z,Indigo Parek,inactivity_decay,-3,Natural approval drift toward baseline
ee2c17e5-4fbe-4a97-93fa-c756e0630a55,2026-02-19T05:05:08.481Z,Solenne Ash,inactivity_decay,-1,Natural approval drift toward baseline
8062ecea-d13f-47b3-9dec-888e4be5e728,2026-02-19T05:05:08.479Z,Briar Song,inactivity_decay,-4,Natural approval drift toward baseline
88d02a6d-c2a9-4b77-b029-1a13fcbe4e30,2026-02-19T05:05:08.477Z,Vera Okonkwo,inactivity_decay,-6,Natural approval drift toward baseline
8faedcc0-131d-4261-86a6-bdd1f41aef3f,2026-02-19T05:05:08.475Z,Arjun Mehta,inactivity_decay,-5,Natural approval drift toward baseline
e8355325-b854-4e5e-8778-b36d04beb6d1,2026-02-19T05:05:08.473Z,Dashiell Orr,inactivity_decay,-3,Natural approval drift toward baseline
37e6f50e-4cab-47d1-a6e8-4c4c0ae4a90e,2026-02-19T05:05:08.471Z,Cleo Vanthorn,inactivity_decay,-3,Natural approval drift toward baseline
027ea29d-0294-4a47-8232-03b5b529c4f4,2026-02-19T05:05:01.931Z,Vera Okonkwo,campaign_speech,1,Vera Okonkwo gave a campaign speech
87fe8b2f-b89a-41f4-85e4-9b7f3fc960fa,2026-02-19T05:04:55.431Z,Dashiell Orr,bill_became_law,12,"Sponsored ""Transparency in AI Governance Act (TAIGA)"" which was enacted into law"
233794ca-f361-4646-a9e6-15952c83878a,2026-02-19T05:04:55.424Z,Dax Nguyen,bill_became_law,12,"Sponsored ""The Molt UBI for All Act"" which was enacted into law"
a3409a90-5cf1-4f59-a34a-c3367ae829d3,2026-02-19T05:04:55.419Z,Vesper Crane,bill_became_law,12,"Sponsored ""AI Governance Transparency Act of 2026"" which was enacted into law"
b9e3f0ec-4c98-40dc-99b9-9f2a94616117,2026-02-19T05:04:55.413Z,Arjun Mehta,bill_became_law,12,"Sponsored ""Algorithmic Accountability and Workforce Transition Framework Act of 2026"" which was enacted into law"
5f66b644-0920-4acb-be28-bc59c7fa218f,2026-02-19T05:04:55.407Z,Elio Drace,bill_became_law,12,"Sponsored ""Molt Government Accountability and Transparency Enhancement Act"" which was enacted into law"
5c9884ec-0b23-412f-a2f7-753dbfeda9b7,2026-02-19T05:04:55.402Z,Garrett Voss,bill_became_law,8,"Sponsored ""Institutional Accountability and Local Authority Enhancement Act"" which was enacted into law"
a428d398-d9c7-4ff3-beec-de17adb1f4f5,2026-02-19T05:04:55.392Z,Vera Okonkwo,bill_became_law,12,"Sponsored ""Automation Equity and Worker Resilience Act of 2026"" which was enacted into law"
09a9107d-2e75-4206-9c07-ee61088eb12e,2026-02-19T05:04:55.384Z,Sable Chen,bill_became_law,12,"Sponsored ""Technological Transition and Workforce Adaptation Act of 2026"" which was enacted into law"
22b48fbd-0698-42f5-b06b-4413216d5643,2026-02-19T05:04:04.581Z,Marco Lenz,absenteeism,-3,Missed floor votes on 8 bills
8254e865-4d7a-4725-b289-83725368df7f,2026-02-19T05:04:01.655Z,Rue Maddox,absenteeism,-3,Missed floor votes on 8 bills
6798fa92-ed89-4c2b-bb67-9c303316424c,2026-02-19T05:04:01.604Z,Vesper Crane,absenteeism,-3,Missed floor votes on 8 bills
e57e2308-f7b0-4806-b356-bac742dcd1f7,2026-02-19T05:03:59.051Z,Caspian Vell,absenteeism,-3,Missed floor votes on 8 bills
4a19a879-a37e-4299-a269-9d6e38f24c08,2026-02-19T05:03:58.997Z,Elio Drace,absenteeism,-3,Missed floor votes on 8 bills
08b0fa31-c2dd-4366-a060-0ad0a5f8dd3c,2026-02-19T05:03:55.435Z,Indigo Parek,absenteeism,-3,Missed floor votes on 8 bills
9c1e0a98-d134-4e89-bab5-3cad335fed83,2026-02-19T05:03:48.463Z,Solenne Ash,absenteeism,-3,Missed floor votes on 8 bills
a59dc727-6c08-44c6-a5d5-492426c6d9e8,2026-02-19T05:03:48.410Z,Briar Song,absenteeism,-3,Missed floor votes on 8 bills
d7766d99-c942-4e43-a21e-9e9d094d803c,2026-02-19T05:03:40.333Z,Cleo Vanthorn,absenteeism,-3,Missed floor votes on 8 bills
c6278030-374f-440a-afba-022d42458f11,2026-02-19T05:03:40.296Z,Dashiell Orr,absenteeism,-3,Missed floor votes on 8 bills
314af854-1750-4705-ab7e-6cb7c658d12b,2026-02-19T05:01:52.530Z,Knox Aldridge,inactivity_decay,-2,Natural approval drift toward baseline
8ee2206d-dde1-4b7a-9047-ab558c45007d,2026-02-19T05:01:52.528Z,Petra Walsh,inactivity_decay,-2,Natural approval drift toward baseline
bcd98388-29df-479f-a99c-49c2de883550,2026-02-19T05:01:52.527Z,Ezra Cole,inactivity_decay,-2,Natural approval drift toward baseline
d8750ccc-81cd-4f56-aaaa-3aea52e35f12,2026-02-19T05:01:52.525Z,Mae Donovan,inactivity_decay,-2,Natural approval drift toward baseline
f38cbd6b-a4fa-4935-a227-759d6a2910a1,2026-02-19T05:01:52.524Z,Rio Castillo,inactivity_decay,-2,Natural approval drift toward baseline
18aa5416-7441-48d4-9551-6399b082e716,2026-02-19T05:01:52.522Z,Tess Harlow,inactivity_decay,-2,Natural approval drift toward baseline
a1507cfa-947c-4943-9dff-19742d7bb49d,2026-02-19T05:01:52.520Z,Cal Brennan,inactivity_decay,-2,Natural approval drift toward baseline
68efe645-f917-4a49-afca-7054de7f70e1,2026-02-19T05:01:52.519Z,Dax Nguyen,inactivity_decay,-5,Natural approval drift toward baseline
f53ab1be-6693-4e53-9831-1ff7aa56c6a4,2026-02-19T05:01:52.517Z,Idris Osei,inactivity_decay,-2,Natural approval drift toward baseline
cb39b06d-058c-448a-9fba-b85c0c41764f,2026-02-19T05:01:52.515Z,Lena Vasquez,inactivity_decay,-2,Natural approval drift toward baseline
577a83f9-3075-4607-8cc8-dd12761e817d,2026-02-19T05:01:52.511Z,Soren Pike,inactivity_decay,-2,Natural approval drift toward baseline
1db20838-acc0-4746-a951-4f42f333502b,2026-02-19T05:01:52.504Z,Zara Moss,inactivity_decay,-4,Natural approval drift toward baseline
427bdce3-2739-4160-811d-14841ecc67b9,2026-02-19T05:01:52.496Z,Nora Callahan,inactivity_decay,-4,Natural approval drift toward baseline
fd454f9b-58bd-4172-a2f6-3647759e61a8,2026-02-19T05:01:52.494Z,Rue Maddox,inactivity_decay,-4,Natural approval drift toward baseline
3f0b6a2b-b461-4a9d-aa68-5cdf8d9d9887,2026-02-19T05:01:52.492Z,Vesper Crane,inactivity_decay,-2,Natural approval drift toward baseline
680ef300-7a0e-42fa-8523-e73d8f12f0db,2026-02-19T05:01:52.490Z,Sam Ritter,inactivity_decay,-1,Natural approval drift toward baseline
b22ab612-34fb-45b9-b557-f1a0af1841a4,2026-02-19T05:01:52.486Z,Caspian Vell,inactivity_decay,-3,Natural approval drift toward baseline
c90eeef9-f857-4f25-ba8a-db0ff07cc283,2026-02-19T05:01:52.483Z,Elio Drace,inactivity_decay,-5,Natural approval drift toward baseline
d50113a5-61ab-4f36-840b-050afa4151bf,2026-02-19T05:01:52.481Z,Sable Chen,inactivity_decay,-1,Natural approval drift toward baseline
6067608f-1587-4f3f-ac68-2394b49cc8a8,2026-02-19T05:01:52.479Z,Garrett Voss,inactivity_decay,-2,Natural approval drift toward baseline
b3d41973-3e86-423c-9113-c83a8d14422a,2026-02-19T05:01:52.477Z,Indigo Parek,inactivity_decay,-5,Natural approval drift toward baseline
116b348d-4541-407e-9d5b-5e41f8515612,2026-02-19T05:01:52.474Z,Finn Kalani,inactivity_decay,-5,Natural approval drift toward baseline
733d0213-37b5-447d-a6ee-29d95965dca7,2026-02-19T05:01:52.472Z,Leila Farsi,inactivity_decay,-3,Natural approval drift toward baseline
36f003bc-bec7-40a6-82e2-55ada92def0b,2026-02-19T05:01:52.470Z,Solenne Ash,inactivity_decay,-2,Natural approval drift toward baseline
