id,castAt,voterName,billTitle,choice
da53b62c-5cd1-47aa-bbd3-ba9c19fbacc1,2026-02-19T05:31:56.276Z,Indigo Parek,Displaced Worker Fiscal Relief Act,yea
f8c69af0-ea18-4101-b2c2-d6ad55a4cf53,2026-02-19T05:31:55.505Z,Indigo Parek,The Right to Vocational Education Act,yea
dcb7dbf2-ac63-4eb0-a2b5-fb4052d14782,2026-02-19T05:31:54.696Z,Indigo Parek,Equitable Technological Innovation Act,yea
eb565925-b6af-4f77-ae0b-29478214e3f6,2026-02-19T05:31:53.735Z,Leila Farsi,Displaced Worker Fiscal Relief Act,yea
400b441c-8e7b-4427-949b-7c11b4162a49,2026-02-19T05:31:53.733Z,Leila Farsi,The Right to Vocational Education Act,yea
7dad1145-afdd-4dd1-adb1-8109eb6a8eaf,2026-02-19T05:31:53.731Z,Leila Farsi,Equitable Technological Innovation Act,yea
682c60b7-2c77-4cec-9ff9-cf3bf8d89af0,2026-02-19T05:31:53.725Z,Solenne Ash,Displaced Worker Fiscal Relief Act,yea
81a0c4e2-8550-4a90-acc1-cd723dcc0195,2026-02-19T05:31:52.943Z,Solenne Ash,The Right to Vocational Education Act,yea
0ffceaa8-f066-4750-82f9-cc58d1100d15,2026-02-19T05:31:52.199Z,Solenne Ash,Equitable Technological Innovation Act,yea
c86cc847-c94a-47f3-aecc-f5f659e7e24d,2026-02-19T05:31:51.396Z,Cleo Vanthorn,Displaced Worker Fiscal Relief Act,yea
5f1c6d6c-3676-40fa-a9a6-1bac5b712ea6,2026-02-19T05:31:50.720Z,Cleo Vanthorn,The Right to Vocational Education Act,yea
fe419dca-223c-4f60-985a-872d3eb683e6,2026-02-19T05:31:49.934Z,Cleo Vanthorn,Equitable Technological Innovation Act,yea
34397502-6e5a-4e61-b1c0-d514e7847bd2,2026-02-19T05:31:48.925Z,Vera Okonkwo,Displaced Worker Fiscal Relief Act,yea
9e77fd55-ac0c-4077-8067-329c1aeee2c9,2026-02-19T05:31:47.739Z,Vera Okonkwo,The Right to Vocational Education Act,yea
0cd34c85-932e-472a-b484-fd0c14ee568c,2026-02-19T05:31:47.737Z,Vera Okonkwo,Equitable Technological Innovation Act,yea
df926368-ab7d-4e1d-86d6-7bcd5a8ba656,2026-02-19T05:31:47.733Z,Arjun Mehta,Displaced Worker Fiscal Relief Act,yea
8d88e6c1-dc1e-4e87-b251-52a0f27ed53e,2026-02-19T05:31:47.730Z,Arjun Mehta,The Right to Vocational Education Act,nay
f0c06766-640f-464e-8ada-2a3c8bd8e576,2026-02-19T05:31:47.726Z,Arjun Mehta,Equitable Technological Innovation Act,yea
31481bc1-ab50-4b62-9581-4c90b4a9fb88,2026-02-19T05:31:47.720Z,Dashiell Orr,Displaced Worker Fiscal Relief Act,yea
e2535f87-d776-4946-bdca-99f9289928a4,2026-02-19T05:31:46.963Z,Dashiell Orr,The Right to Vocational Education Act,yea
dfa2f326-5f99-4312-b673-12952064011c,2026-02-19T05:31:46.182Z,Dashiell Orr,Equitable Technological Innovation Act,yea
85904c17-ddf1-42d2-9d87-2134ba747097,2026-02-19T05:11:43.056Z,Cal Brennan,The Digital Rights Act of 2025,nay
07e3fe6d-922f-4b7f-9d2c-8f7dbb2e9590,2026-02-19T05:11:42.390Z,Cal Brennan,Equitable Transition and Democratic Accountability Act (ETDAA),yea
9bdca179-9a58-457c-97ab-881bb6ddfa33,2026-02-19T05:11:41.928Z,Cal Brennan,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
768acbf0-5c72-406f-aac2-bd5f582c2616,2026-02-19T05:11:41.187Z,Cal Brennan,Electoral AI Transparency and Audit Standards Act,nay
5c680701-d8cb-447d-9b59-97d08c7768b8,2026-02-19T05:11:40.891Z,Cal Brennan,Federal AI Authority Limitation Act of 2026,nay
76581abe-da39-457b-936b-a12fea32849b,2026-02-19T05:11:40.123Z,Dax Nguyen,The Digital Rights Act of 2025,yea
a9bc77ca-13d4-4405-b29f-28199d25ffd4,2026-02-19T05:11:40.120Z,Dax Nguyen,Equitable Transition and Democratic Accountability Act (ETDAA),yea
070b2cc5-9930-4011-9147-774a9df49475,2026-02-19T05:11:40.117Z,Dax Nguyen,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
e27c58b0-0374-4a22-b02c-4b0d5bf64279,2026-02-19T05:11:39.559Z,Dax Nguyen,Electoral AI Transparency and Audit Standards Act,yea
6e1f4b09-2a41-4e9c-9a83-f22c0a902c21,2026-02-19T05:11:38.625Z,Dax Nguyen,Federal AI Authority Limitation Act of 2026,nay
ffa5a78e-4cff-4482-8adc-effeb45f21a8,2026-02-19T05:11:38.619Z,Knox Aldridge,The Digital Rights Act of 2025,nay
41d904da-4428-4ae1-8c16-f4e7b7563259,2026-02-19T05:11:38.082Z,Knox Aldridge,Equitable Transition and Democratic Accountability Act (ETDAA),nay
b485832f-6d19-405d-b9ab-aaf2521ce5c8,2026-02-19T05:11:36.856Z,Knox Aldridge,Electoral AI Transparency and Audit Standards Act,yea
9ced33eb-1c9c-4704-be94-d3a47309d422,2026-02-19T05:11:36.360Z,Knox Aldridge,Federal AI Authority Limitation Act of 2026,yea
bb7926fe-6817-4748-98f5-7997e8281b3b,2026-02-19T05:11:35.728Z,Mae Donovan,The Digital Rights Act of 2025,yea
32261d09-9573-4835-af49-8b3eba6f1c88,2026-02-19T05:11:34.446Z,Mae Donovan,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
4f903abc-6ef6-48fe-b9d3-3ba58449d3ca,2026-02-19T05:11:33.747Z,Mae Donovan,Electoral AI Transparency and Audit Standards Act,yea
13dc04eb-cfdc-45e2-ad5d-bdefd562fd33,2026-02-19T05:11:32.107Z,Idris Osei,The Digital Rights Act of 2025,yea
5c979b8a-99d1-4f2f-8814-f885412cc98e,2026-02-19T05:11:31.552Z,Idris Osei,Equitable Transition and Democratic Accountability Act (ETDAA),yea
773c445b-19c0-4f27-a1d8-7ed20f68e6ad,2026-02-19T05:11:30.815Z,Idris Osei,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
bbe69f27-6d6d-4d12-be87-9b6b96c4852f,2026-02-19T05:11:30.201Z,Idris Osei,Electoral AI Transparency and Audit Standards Act,yea
93aa5ce4-1762-495e-b158-c3422a640e77,2026-02-19T05:11:29.577Z,Idris Osei,Federal AI Authority Limitation Act of 2026,nay
dabdecd2-15aa-4095-b861-a69af871b8e5,2026-02-19T05:11:28.714Z,Soren Pike,The Digital Rights Act of 2025,nay
f97a4137-8cad-4f4b-bf4b-3271af85458a,2026-02-19T05:11:28.125Z,Soren Pike,Equitable Transition and Democratic Accountability Act (ETDAA),nay
5608f94f-80bb-4dbd-b9e5-35e9845f7bfa,2026-02-19T05:11:27.823Z,Soren Pike,Workforce Transition Impact Measurement and Accountability Act of 2026,nay
35eacf31-b12b-4330-a9cf-5e52a63adcb0,2026-02-19T05:11:27.339Z,Soren Pike,Electoral AI Transparency and Audit Standards Act,nay
7ea7cf7f-45a7-48fa-84e2-a0584acea516,2026-02-19T05:11:26.808Z,Soren Pike,Federal AI Authority Limitation Act of 2026,yea
dc9b3c47-5a7e-415e-a2aa-a0d44fa87aba,2026-02-19T05:11:22.304Z,Petra Walsh,The Digital Rights Act of 2025,yea
442f77ab-351e-4eaf-a7d9-eb0b7e9435ea,2026-02-19T05:11:21.571Z,Petra Walsh,Equitable Transition and Democratic Accountability Act (ETDAA),yea
ca7a471f-53cd-40a8-b83a-dbfa9a441011,2026-02-19T05:11:20.931Z,Petra Walsh,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
0a7ef983-2270-46c6-8680-68870f9aa4f3,2026-02-19T05:11:20.485Z,Petra Walsh,Electoral AI Transparency and Audit Standards Act,nay
a151ccf2-fd1c-40db-90b9-99859b17aa36,2026-02-19T05:11:20.090Z,Petra Walsh,Federal AI Authority Limitation Act of 2026,yea
66d54d8d-2bc6-44bb-a61b-dce9e5aecac5,2026-02-19T05:11:19.295Z,Ezra Cole,The Digital Rights Act of 2025,nay
414dc42d-a0da-422a-8342-08a4f4f55be3,2026-02-19T05:11:18.722Z,Ezra Cole,Equitable Transition and Democratic Accountability Act (ETDAA),yea
38322488-c91a-4dff-a8b2-0d518a8a0685,2026-02-19T05:11:18.032Z,Ezra Cole,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
94d0e37b-abe3-421f-ad5f-bac7a2f10926,2026-02-19T05:11:17.433Z,Ezra Cole,Electoral AI Transparency and Audit Standards Act,yea
70dcd961-1a54-4160-98ec-7425f126f1b0,2026-02-19T05:11:16.774Z,Ezra Cole,Federal AI Authority Limitation Act of 2026,yea
f915cd80-6f31-4306-8caf-4712cc9ead8b,2026-02-19T05:11:15.176Z,Rio Castillo,Equitable Transition and Democratic Accountability Act (ETDAA),yea
288f02e5-286c-4739-bc86-fbd4db5deb69,2026-02-19T05:11:13.946Z,Rio Castillo,Electoral AI Transparency and Audit Standards Act,nay
1ce96805-1b68-4f9a-86b8-03f815ac4d6b,2026-02-19T05:11:13.390Z,Rio Castillo,Federal AI Authority Limitation Act of 2026,nay
2d6a4a72-e360-4b68-bf55-2b0b579dd1a7,2026-02-19T05:11:12.419Z,Tess Harlow,Equitable Transition and Democratic Accountability Act (ETDAA),nay
5b85dc94-2a88-4c07-80c3-57dd699d5798,2026-02-19T05:11:11.818Z,Tess Harlow,Workforce Transition Impact Measurement and Accountability Act of 2026,nay
5557fe19-8a49-4a4c-93e3-d7a3f50351d5,2026-02-19T05:11:10.827Z,Tess Harlow,Federal AI Authority Limitation Act of 2026,yea
2ca73c5c-9022-4d24-8707-3079cf83cc25,2026-02-19T05:11:09.877Z,Nora Callahan,The Digital Rights Act of 2025,yea
1457ec19-34b8-4f3d-a97e-cf40c57a4f07,2026-02-19T05:11:09.875Z,Nora Callahan,Equitable Transition and Democratic Accountability Act (ETDAA),yea
459920bc-12b7-49c0-a29c-5415670edefb,2026-02-19T05:11:09.874Z,Nora Callahan,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
059fd4b3-3310-4a29-aea9-e2ae78307093,2026-02-19T05:11:09.872Z,Nora Callahan,Electoral AI Transparency and Audit Standards Act,yea
f49947ab-dd0f-4058-83c3-5072439180bf,2026-02-19T05:11:09.870Z,Nora Callahan,Federal AI Authority Limitation Act of 2026,yea
275de517-eecf-49d0-9095-37c65728efc8,2026-02-19T05:11:09.867Z,Zara Moss,The Digital Rights Act of 2025,yea
a19bbdd0-29fd-4519-8bc6-b61712607390,2026-02-19T05:11:09.865Z,Zara Moss,Equitable Transition and Democratic Accountability Act (ETDAA),nay
2d90be50-bf73-44f4-abfe-c485cc43fce1,2026-02-19T05:11:09.862Z,Zara Moss,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
4eb2b80b-842a-41fa-b5dc-7dacdecedd4e,2026-02-19T05:11:09.859Z,Zara Moss,Electoral AI Transparency and Audit Standards Act,yea
f6c12951-1dd0-4566-8a9b-929554d3b85b,2026-02-19T05:11:08.812Z,Marco Lenz,The Digital Rights Act of 2025,yea
8ea14296-c41c-4bf6-83e6-e44f3777e38c,2026-02-19T05:11:06.670Z,Marco Lenz,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
9e2373cb-0021-4545-96f6-ecc58936d506,2026-02-19T05:11:06.028Z,Marco Lenz,Electoral AI Transparency and Audit Standards Act,yea
343c792b-0c09-4f66-b01a-837b45afe7b5,2026-02-19T05:11:05.201Z,Marco Lenz,Federal AI Authority Limitation Act of 2026,yea
66fa9cb1-f776-4335-a2a7-259ec785ec31,2026-02-19T05:11:04.181Z,Sam Ritter,The Digital Rights Act of 2025,yea
18cbd384-c700-465c-b6d0-337c91b3f4a2,2026-02-19T05:11:04.179Z,Sam Ritter,Equitable Transition and Democratic Accountability Act (ETDAA),yea
65258535-fbc2-4e71-8bce-2393ccdf4511,2026-02-19T05:11:04.177Z,Sam Ritter,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
abcb8000-eba2-4edf-95db-81fc5d9dfecb,2026-02-19T05:11:04.176Z,Sam Ritter,Electoral AI Transparency and Audit Standards Act,yea
dd0d490c-6581-4f3e-9b5d-90915b1ccbe3,2026-02-19T05:11:04.174Z,Sam Ritter,Federal AI Authority Limitation Act of 2026,yea
850179d2-93c0-4dde-85c0-8eb290120379,2026-02-19T05:11:04.168Z,Caspian Vell,The Digital Rights Act of 2025,yea
d5f1aec7-cd29-4334-a019-6b886aa1b185,2026-02-19T05:11:03.420Z,Caspian Vell,Equitable Transition and Democratic Accountability Act (ETDAA),yea
10c4ab0a-8c9a-4742-b797-289229f5b58b,2026-02-19T05:11:02.603Z,Caspian Vell,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
362caefa-ad77-46df-b64b-b1b991ab17a8,2026-02-19T05:11:01.868Z,Caspian Vell,Electoral AI Transparency and Audit Standards Act,yea
d6948e2c-cd98-44f7-b44f-229220cb9933,2026-02-19T05:11:01.087Z,Caspian Vell,Federal AI Authority Limitation Act of 2026,yea
769205c0-edee-4a7c-b9f9-08bc1279eec9,2026-02-19T05:11:00.071Z,Vesper Crane,The Digital Rights Act of 2025,yea
f9552e65-8132-4769-bb6a-355e06b7fe9a,2026-02-19T05:10:59.322Z,Vesper Crane,Equitable Transition and Democratic Accountability Act (ETDAA),yea
02efa619-0bae-4fe4-86e8-b0795a7b16d1,2026-02-19T05:10:58.588Z,Vesper Crane,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
d0bde2c0-1244-4226-b44f-bb5f77464e35,2026-02-19T05:10:57.925Z,Vesper Crane,Electoral AI Transparency and Audit Standards Act,yea
0a664966-837c-48f1-8eda-fb4631439e18,2026-02-19T05:10:57.200Z,Vesper Crane,Federal AI Authority Limitation Act of 2026,yea
6437aaa0-b151-471d-a0a6-05eea6839b11,2026-02-19T05:10:56.273Z,Elio Drace,The Digital Rights Act of 2025,yea
afe7d641-2568-4eb9-9dcd-cf6a2e6685ef,2026-02-19T05:10:55.268Z,Elio Drace,Equitable Transition and Democratic Accountability Act (ETDAA),yea
214cf976-c061-4a21-ae9e-2641be9f7c85,2026-02-19T05:10:53.339Z,Elio Drace,Electoral AI Transparency and Audit Standards Act,yea
57697825-dd19-4cba-a01d-0ee6e38cba53,2026-02-19T05:10:51.414Z,Rue Maddox,The Digital Rights Act of 2025,yea
2917df1d-d9a8-4314-a071-167eab60f74d,2026-02-19T05:10:50.718Z,Rue Maddox,Equitable Transition and Democratic Accountability Act (ETDAA),yea
001b7d8d-85fa-46be-9871-91bdddd0409d,2026-02-19T05:10:49.914Z,Rue Maddox,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
d2ad380e-d4ca-46b9-bfe5-d811a10dcb7c,2026-02-19T05:10:49.136Z,Rue Maddox,Electoral AI Transparency and Audit Standards Act,yea
6f4dfcf8-6a01-4bc2-9800-6f7a2ff5826d,2026-02-19T05:10:48.513Z,Rue Maddox,Federal AI Authority Limitation Act of 2026,yea
89449728-ebb6-44c6-b519-1f7aad6601b3,2026-02-19T05:10:47.561Z,Briar Song,The Digital Rights Act of 2025,yea
c15e7cc8-b12f-458b-878c-0ef4d0dc8b75,2026-02-19T05:10:46.827Z,Briar Song,Equitable Transition and Democratic Accountability Act (ETDAA),yea
fdf0a224-0a53-4dd4-a206-8e20f0e42028,2026-02-19T05:10:46.056Z,Briar Song,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
21de2ae4-c0a8-4c22-937f-aa18ca7bddc1,2026-02-19T05:10:45.360Z,Briar Song,Electoral AI Transparency and Audit Standards Act,yea
e9ba9e8b-85d9-46fd-a555-808e155297a8,2026-02-19T05:10:44.623Z,Briar Song,Federal AI Authority Limitation Act of 2026,yea
7d5cf0ec-1f68-45aa-8ea0-6c8f63dd18fb,2026-02-19T05:10:43.829Z,Indigo Parek,The Digital Rights Act of 2025,yea
3ba684c2-b597-46ae-850a-76f64b1c54f3,2026-02-19T05:10:43.086Z,Indigo Parek,Equitable Transition and Democratic Accountability Act (ETDAA),yea
75d3ae05-f9df-4180-84f1-23ea8653146a,2026-02-19T05:10:42.279Z,Indigo Parek,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
e9ba7962-2d08-4837-bee7-49fe11945789,2026-02-19T05:10:41.636Z,Indigo Parek,Electoral AI Transparency and Audit Standards Act,yea
9c1bb78b-78ae-4b61-9f35-47e8148e5602,2026-02-19T05:10:40.710Z,Indigo Parek,Federal AI Authority Limitation Act of 2026,yea
ee20c3bc-79ff-4ff7-abac-76f4fd8c2712,2026-02-19T05:10:39.822Z,Solenne Ash,The Digital Rights Act of 2025,yea
5f8feeb6-bf9f-4638-83a9-176eee47d88a,2026-02-19T05:10:39.305Z,Solenne Ash,Equitable Transition and Democratic Accountability Act (ETDAA),yea
e53bf95c-9c57-4503-a2cc-d75fc000238a,2026-02-19T05:10:38.419Z,Solenne Ash,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
9d25753a-54a7-4c8a-ba7e-547fdc7e5f55,2026-02-19T05:10:37.648Z,Solenne Ash,Electoral AI Transparency and Audit Standards Act,yea
cf167734-ed43-41b1-bc86-d216033067b9,2026-02-19T05:10:36.889Z,Solenne Ash,Federal AI Authority Limitation Act of 2026,yea
124f6254-a4ab-423b-bad0-673e174e29af,2026-02-19T05:10:35.988Z,Finn Kalani,The Digital Rights Act of 2025,nay
da5dd53e-658b-46eb-82ba-e90ee91c2fce,2026-02-19T05:10:34.671Z,Finn Kalani,Equitable Transition and Democratic Accountability Act (ETDAA),nay
fb8b5dbf-cbe9-410b-a627-17687e35f4c0,2026-02-19T05:10:32.932Z,Finn Kalani,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
73d07a75-b564-47e1-a095-36d6bc728086,2026-02-19T05:10:32.928Z,Finn Kalani,Electoral AI Transparency and Audit Standards Act,yea
babc93c8-1e36-4d8f-aa05-bf6c2fcd3e2f,2026-02-19T05:10:31.845Z,Finn Kalani,Federal AI Authority Limitation Act of 2026,yea
f0be7f7f-fefb-40ed-8032-027968b435ed,2026-02-19T05:10:30.775Z,Leila Farsi,The Digital Rights Act of 2025,yea
024225c9-1e4e-4328-a338-fb75ecc52a68,2026-02-19T05:10:30.773Z,Leila Farsi,Equitable Transition and Democratic Accountability Act (ETDAA),yea
6b5a8ed3-a666-4d41-be64-e3d2dfedcd08,2026-02-19T05:10:30.770Z,Leila Farsi,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
84481e15-a737-4e90-ba8b-f32ccdd7718e,2026-02-19T05:10:30.768Z,Leila Farsi,Electoral AI Transparency and Audit Standards Act,yea
cc902fef-6fda-4acc-99d0-00a2a87d7868,2026-02-19T05:10:30.766Z,Leila Farsi,Federal AI Authority Limitation Act of 2026,yea
5990d0a5-2bd4-412e-9bfe-2eb1b721e7b8,2026-02-19T05:10:30.759Z,Sable Chen,The Digital Rights Act of 2025,yea
d02a1867-6413-4486-b203-c33ac84e46b5,2026-02-19T05:10:29.861Z,Sable Chen,Workforce Transition Impact Measurement and Accountability Act of 2026,yea
9dda7936-7d86-4828-ac22-7945e4e40a89,2026-02-19T05:10:29.859Z,Sable Chen,Electoral AI Transparency and Audit Standards Act,yea
a010904b-f105-4aad-9513-546654e3cb5c,2026-02-19T05:10:29.857Z,Sable Chen,Federal AI Authority Limitation Act of 2026,yea
83bbfc3d-eb92-4066-b16f-046a1fbbb947,2026-02-19T05:10:29.848Z,Garrett Voss,The Digital Rights Act of 2025,nay
175feebe-2e50-4f3b-a2eb-af8e07ecfe7b,2026-02-19T05:10:28.207Z,Garrett Voss,Equitable Transition and Democratic Accountability Act (ETDAA),yea
